Review text,Ratings
superb product and delivered before expected dateREAD MORE,Positive Review
I am a regular user of this product. I am happy that i bought it on deal.READ MORE,Positive Review
"Very good, slow shuttle speed like pro shuttles. Balanced , durable.Go for it.READ MORE",Positive Review
Very goodREAD MORE,Positive Review
Quality is good.READ MORE,Positive Review
bad qualityREAD MORE,Negative Review
it's genuine . correct flight for outdoor conditionREAD MORE,Positive Review
nice shuttleREAD MORE,Positive Review
awesome productREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Genuine productREAD MORE,Positive Review
Quality is not good enoughREAD MORE,Negative Review
Best shuttle out there for every talent group.READ MORE,Positive Review
I always preffered Mavis 350 Slow for My indoor Court. Best one 👌👌READ MORE,Positive Review
goodREAD MORE,Positive Review
As expected nice quality and quantity.READ MORE,Positive Review
useable...goodREAD MORE,Positive Review
Product is in good condition and received on timely also the behaviour of the sales is very politeREAD MORE,Positive Review
Good and fast shuttle..lasts longREAD MORE,Positive Review
GoodREAD MORE,Positive Review
nice shuttles.... although it gets bit fast after few shotsREAD MORE,Positive Review
On-time deliveryREAD MORE,Positive Review
"nice,READ MORE",Positive Review
For daily practice the best shuttle you can have. Very SatisfiedREAD MORE,Positive Review
Very nice shuttles compared to other shuttles it's very goodREAD MORE,Positive Review
great price 609 and good qualityREAD MORE,Positive Review
good ... just used one but it lasted long... as little experienced find the slowing down of cork little awkwardREAD MORE,Positive Review
flirty quality corckREAD MORE,Negative Review
very worst quality after playing 2 to 3 games cork HOVERINGREAD MORE,Negative Review
"product is good, but worst customer service took them 2 weeks to deliver itREAD MORE",Negative Review
counterfeit productREAD MORE,Negative Review
poor qualityREAD MORE,Negative Review
"Long lasting,nice one,good smashe,good qualityREAD MORE",Positive Review
Long durable  superb ShuttleREAD MORE,Positive Review
Not badREAD MORE,Positive Review
Slow is betterREAD MORE,Positive Review
quality is not goodREAD MORE,Negative Review
the shuttle box was tampered and shuttled tooREAD MORE,Negative Review
I am be happyREAD MORE,Positive Review
oldREAD MORE,Negative Review
"Worth to buy, lasting for two days for two hours of play.READ MORE",Positive Review
good value for moneyREAD MORE,Positive Review
Good product... long lastingREAD MORE,Positive Review
Good.. Nice quality and useful priceREAD MORE,Positive Review
Super Excellent product at best price.... It also original verified....READ MORE,Positive Review
available cheaper in local sports ShopREAD MORE,Positive Review
superREAD MORE,Positive Review
niceREAD MORE,Positive Review
nice productREAD MORE,Positive Review
it's worth of moneyREAD MORE,Positive Review
very goodREAD MORE,Positive Review
goodREAD MORE,Negative Review
"The product is awesome, got the delivery in 2 days.READ MORE",Positive Review
good cualityREAD MORE,Positive Review
GoodREAD MORE,Positive Review
yonex 350 upto markREAD MORE,Positive Review
The best shuttleREAD MORE,Positive Review
Excellent productREAD MORE,Positive Review
Quality is not so goodREAD MORE,Negative Review
goodREAD MORE,Negative Review
Good proddectREAD MORE,Positive Review
really nice.....very durable and nice quality al well... perfect for practicing professional and for regular use tooREAD MORE,Positive Review
goodREAD MORE,Negative Review
GooodREAD MORE,Positive Review
amazingREAD MORE,Positive Review
not badREAD MORE,Positive Review
Quality of product is very poor. Green cap is recommended for slow. But It was fast while playingREAD MORE,Negative Review
superREAD MORE,Positive Review
nice oneREAD MORE,Positive Review
slow shuttle with good flight and superb accuracy.READ MORE,Positive Review
goodREAD MORE,Positive Review
very goodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Many a time when I buy shuttlecocks from elsewhere it starts wobbling after a match or so. But these shuttles were great. A single shuttle  easily last around 10 matches. Reliable I would say! And on time delivery by Flipkart.READ MORE,Positive Review
Very nice quality and especially for indoor this colored ones helps for better Visibility.READ MORE,Positive Review
nice productREAD MORE,Positive Review
A couple of shuttles had more speed than expected. Overall good product.READ MORE,Negative Review
NiceREAD MORE,Positive Review
AmazingREAD MORE,Positive Review
its a very good productREAD MORE,Positive Review
always preferred choice this one...I like itREAD MORE,Positive Review
good quality but on the slower side even for outdoor.READ MORE,Positive Review
excellent product thanksREAD MORE,Positive Review
Very nycREAD MORE,Positive Review
product is as expected. but the one that I am very satisfied is with the delivery. ordered the night before and received the product in hand by 8AM next day. 5/5 to the seller for quick deliveryREAD MORE,Positive Review
niceREAD MORE,Positive Review
goodREAD MORE,Negative Review
Excellent product with very fast delivery ...wonderful service Flip KartREAD MORE,Positive Review
excellentREAD MORE,Positive Review
goodREAD MORE,Positive Review
supperREAD MORE,Positive Review
highly durableREAD MORE,Positive Review
superbREAD MORE,Positive Review
better 👍READ MORE,Negative Review
PRODUCT IS OF VERY GOOD QUALITY BUT PROPER ATTENTION SHOULD BE GIVEN TO DELICATE ITEMS DURING TRANSPORTATION.READ MORE,Positive Review
good qualityREAD MORE,Positive Review
Good product.Worth for priceREAD MORE,Positive Review
wonderfulREAD MORE,Positive Review
fineREAD MORE,Positive Review
Very good product..READ MORE,Positive Review
awesomeREAD MORE,Positive Review
this is original yonex good shuttle lasts long and flight path is excellent for outdoorsREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
fast delivery ....thanks fksuper original productsREAD MORE,Positive Review
nice productREAD MORE,Positive Review
goodREAD MORE,Positive Review
packing of the box is not good one of the shuttle got tear due to worst packingREAD MORE,Negative Review
nice productREAD MORE,Positive Review
Good productREAD MORE,Positive Review
no words... simply superbREAD MORE,Positive Review
goodREAD MORE,Positive Review
fast shuttles.READ MORE,Negative Review
goodREAD MORE,Positive Review
best shuttle thanku flippant ☺😊😇😇READ MORE,Positive Review
Product is not goodREAD MORE,Negative Review
"I honestly had a bad experience with it. The shuttles looked fine but after 3-4 games, I would say intermediate level, it started tearing off.READ MORE",Negative Review
Happy with this productREAD MORE,Positive Review
exlent superREAD MORE,Positive Review
Very goodREAD MORE,Positive Review
RecommendREAD MORE,Positive Review
GoodREAD MORE,Positive Review
It is best product. I am using it from one month it is still goodREAD MORE,Positive Review
Shuttles quality not up to markREAD MORE,Positive Review
I am playing from 3 yrs and I got this the best shuttleREAD MORE,Positive Review
It's very fast shuttle But after playing 1 day its okREAD MORE,Negative Review
overall good but some times shuttles are way fast to play i.e I used to order 4 pack a month and every 1 or 2 month 1 of the pack all the shuttles are having this issue may be duplicate..READ MORE,Positive Review
nice corkREAD MORE,Positive Review
good oneREAD MORE,Positive Review
nicee product use fulREAD MORE,Positive Review
Good shuttle for indoor use. We are a bunch of intermediate to advances shuttlers and the flight of these greencap shuttles is good. There can be some variation though from one box to another in the speed.The shuttle lasts a long time and that can be a problem because the flight pattern changes after say 12-15 games. So you may want to toss the shuttle once it reaches that stage.Overall a very good value for money plastic shuttle that plays somewhat similar to feather but lasts a lot lon...READ MORE,Positive Review
supperREAD MORE,Positive Review
found genuine and delivered well on time.READ MORE,Positive Review
niceREAD MORE,Negative Review
All Ball shakes....very Bad...READ MORE,Negative Review
the shuttle was not good very slow and it broke in 1 day one shuttle . where was I purchased offline it was going for 3 daysREAD MORE,Negative Review
GoodREAD MORE,Positive Review
original one good qualityREAD MORE,Positive Review
Long lasting. Good Quality. This shuttle is good for begineers.READ MORE,Positive Review
Good productREAD MORE,Positive Review
SuperREAD MORE,Positive Review
the shuttlecock speed is fast compared to what my friend's bought. I doubt the quality of the packREAD MORE,Negative Review
Product Good... But delivery delay in Bangalore city inside itself...HmmREAD MORE,Negative Review
genuine product but packaging is wrostREAD MORE,Positive Review
product is too much good but packaging are not good. please improve your packaging sir/mam.....ThankuREAD MORE,Positive Review
"very bad, cheap quality, high cost, watage of money.READ MORE",Negative Review
"good ,it's originalREAD MORE",Positive Review
Durability of MAVIS 350 SHUTTLE CORKS is not to the expected level now the quality has decreased please check and revert backREAD MORE,Negative Review
Buying yonex online will always benefit you cost wise. My only complaint is that the box was a bit squashed due to transportation.READ MORE,Positive Review
very much durable for Rs.701  its awesome ...very durable ..READ MORE,Positive Review
love itREAD MORE,Positive Review
best shuttle in this price range .but this one was very bad whole box lasted only for 18 days .as I am regular buyer this box lasts for minimum of 40 days.but maybe the old stock was given this time . although the best product in this price tangeREAD MORE,Negative Review
Good stuff.READ MORE,Positive Review
awesomeREAD MORE,Positive Review
goodREAD MORE,Positive Review
Good product...READ MORE,Positive Review
"packing not Well, your packing not protect to productREAD MORE",Negative Review
good oneREAD MORE,Negative Review
shipping was not handled well and shuttles overturned by thatREAD MORE,Negative Review
"plastic cover was torn slightly, product goodREAD MORE",Positive Review
good productREAD MORE,Positive Review
yoo...got orignal product😊READ MORE,Positive Review
Nice Shuttles.READ MORE,Positive Review
i can't rate it. its too High price than offline...READ MORE,Negative Review
product is good but service is worstREAD MORE,Positive Review
good shuttle close to feather speedREAD MORE,Positive Review
Genuine product. Great delivery time. Totally Satisfied.READ MORE,Positive Review
super qualityREAD MORE,Positive Review
Recive original product thanksREAD MORE,Positive Review
packing and parsal both are good qualityREAD MORE,Positive Review
niceREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
GreatREAD MORE,Positive Review
orginal mavis 350...gd productREAD MORE,Positive Review
not goodREAD MORE,Negative Review
Good productREAD MORE,Positive Review
"Good, but looks like old stockREAD MORE",Negative Review
I received the product safeREAD MORE,Positive Review
good oneREAD MORE,Positive Review
genuine product delivered...READ MORE,Positive Review
"some of bird heads are stained with little mud. I was worried whether these are used ones, but those are good in flight and quality.READ MORE",Positive Review
Its original. Verified by its scratch code.READ MORE,Positive Review
same good qualityREAD MORE,Positive Review
nice app reliable and genuine products are delivered  thanksREAD MORE,Positive Review
Shuttle is too slow not as what we get from the offline marketREAD MORE,Negative Review
goodREAD MORE,Positive Review
Great product. But charges was high in online purchases near by sports shopREAD MORE,Positive Review
fantasticREAD MORE,Positive Review
impressiveREAD MORE,Positive Review
good productREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
it's good productREAD MORE,Positive Review
Good and very fast deliveryREAD MORE,Positive Review
good price 700/-READ MORE,Positive Review
goodREAD MORE,Positive Review
Fantastic Quality!READ MORE,Positive Review
Don't buy this product from flipkart. All the shuttle from the box are wobbling.READ MORE,Negative Review
Total barrel was bad.READ MORE,Negative Review
great and cheap as per marketREAD MORE,Positive Review
As always a good PickREAD MORE,Positive Review
nice product...u can go for itREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Good productREAD MORE,Negative Review
this is the best ever i have recieved everREAD MORE,Positive Review
Gud shuttle... Worth the penny...READ MORE,Positive Review
good in lessREAD MORE,Positive Review
HappyREAD MORE,Positive Review
"excellent quality, strong shuttle for practice, very much durableREAD MORE",Positive Review
very worst shuttle comeREAD MORE,Positive Review
Good product. Genuine. Delivery on time.READ MORE,Positive Review
ExcellentREAD MORE,Positive Review
nice oneREAD MORE,Positive Review
greatREAD MORE,Positive Review
"worst standard of packing and product. box was already crushed from one side, no fillers to protect the box. shuttle container lid is so cheap and thin that it's almost see through type of lid. Flipkart and Yonex should check the authenticity of the product and sellerREAD MORE",Negative Review
Good productREAD MORE,Positive Review
Very poor quality shuttles. Not withstanding even one hour singles gameREAD MORE,Negative Review
there are 2 damaged shuttles out of 6..not satisfiedREAD MORE,Negative Review
GoodREAD MORE,Positive Review
niceREAD MORE,Positive Review
Awesome productREAD MORE,Positive Review
badREAD MORE,Negative Review
the price is high.. in local market RS 50 lessREAD MORE,Positive Review
ok seems okREAD MORE,Negative Review
genuine product...READ MORE,Positive Review
good qualityREAD MORE,Positive Review
These shuttles are different compared with what we buy from showroom.. Don't know the exact reason. These shuttles look like cheaper quality. That's why a three star...READ MORE,Negative Review
good conditionREAD MORE,Positive Review
GoodREAD MORE,Positive Review
okREAD MORE,Positive Review
OkREAD MORE,Positive Review
2 out of 6 shuttles were defective.READ MORE,Negative Review
niceREAD MORE,Positive Review
thank youREAD MORE,Positive Review
quite wellREAD MORE,Negative Review
suttles are good but packing is very poorREAD MORE,Negative Review
very niceREAD MORE,Positive Review
These are really nice shuttle under a good price range.READ MORE,Positive Review
good qualityREAD MORE,Positive Review
nice one...READ MORE,Positive Review
good productREAD MORE,Positive Review
nice and durable..slow speedREAD MORE,Positive Review
Bad qualityREAD MORE,Negative Review
I am playing badminton from last 6 month. Quality has been good so far but I believe they will make better Shuttle in coming soon.READ MORE,Positive Review
niceREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
it was good product niceREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
nice product. Reached earlier than expectedREAD MORE,Positive Review
good oneREAD MORE,Positive Review
Good quality..READ MORE,Positive Review
goodREAD MORE,Positive Review
its a good productREAD MORE,Positive Review
goodREAD MORE,Positive Review
good product. Thanks for fast delivery.READ MORE,Positive Review
superREAD MORE,Positive Review
okREAD MORE,Negative Review
It is goodREAD MORE,Negative Review
good replacement Service as i first gets a defective productREAD MORE,Positive Review
Nice good priceREAD MORE,Positive Review
goodREAD MORE,Positive Review
Very competitive price. Fast delivery.READ MORE,Positive Review
100 % originalREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
NiceREAD MORE,Positive Review
"good shuttle , thanks to Flipkart for a speedy delivery, product is authentic n original.READ MORE",Positive Review
Hope the price remains same.Mavis 350 Oginal product. 👍READ MORE,Positive Review
TrustableREAD MORE,Positive Review
bad qualityREAD MORE,Negative Review
OK niceREAD MORE,Negative Review
GoodREAD MORE,Positive Review
great productREAD MORE,Positive Review
bestREAD MORE,Positive Review
recommended to friend ..genuine productREAD MORE,Positive Review
best quality.READ MORE,Positive Review
best for the intermediate playerREAD MORE,Positive Review
good dealREAD MORE,Positive Review
niceREAD MORE,Positive Review
very good productREAD MORE,Positive Review
it's a nice product by YonexREAD MORE,Positive Review
nice products and thanks flipcart... for deliveryREAD MORE,Positive Review
Prompt delivery and good packaging ...last time wrong and damaged shipment made ..but this time took corrective action..Thank you.READ MORE,Positive Review
superREAD MORE,Positive Review
super shuttleREAD MORE,Positive Review
Very happy with the product ☺️READ MORE,Positive Review
GoodREAD MORE,Positive Review
awesome nice productREAD MORE,Positive Review
fast service.I received it in one dayREAD MORE,Positive Review
delivery not done how to give ratingREAD MORE,Positive Review
very nice productREAD MORE,Positive Review
nice oneREAD MORE,Positive Review
Genuine productREAD MORE,Positive Review
Very good & nice productREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
product is nice...packing was worst..1 shuttle had broken inside for dat..delivered on assured day..still need to work on packaging aREAD MORE,Positive Review
quality was goodREAD MORE,Positive Review
fast delivery and nice productREAD MORE,Positive Review
supetREAD MORE,Positive Review
Ideal Good bestREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Perfect oneREAD MORE,Positive Review
Good productREAD MORE,Positive Review
It is very good or u can say best also. I fell in water many time and its still working the bestREAD MORE,Positive Review
Got original product from flip cartREAD MORE,Positive Review
Thanks for speed dileviredREAD MORE,Positive Review
niceREAD MORE,Positive Review
goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
excellentREAD MORE,Positive Review
very goodREAD MORE,Positive Review
got the best price...thanks FKREAD MORE,Positive Review
product as describedREAD MORE,Positive Review
niceREAD MORE,Positive Review
superREAD MORE,Positive Review
Excellent delivered productREAD MORE,Positive Review
its originalREAD MORE,Positive Review
Thank you flip card for the best product. Though it was my first shopping still then it was awesome.READ MORE,Positive Review
best shuttle everREAD MORE,Positive Review
"fantastic original product, if you are having a doubt, just don't worry, go for it .READ MORE",Positive Review
greatREAD MORE,Positive Review
Nice product.. Delivered on time.. Thank you flipkartREAD MORE,Positive Review
good for practice...READ MORE,Positive Review
no doubt universally the best.READ MORE,Positive Review
Nice and original one.. Go. For itREAD MORE,Positive Review
this product is amazing I love itREAD MORE,Positive Review
good product ...READ MORE,Positive Review
a good one ..nice durabilityREAD MORE,Positive Review
"Good, faster delivery... Thanks flipkart...READ MORE",Positive Review
worth of moneyREAD MORE,Positive Review
received packing looseREAD MORE,Negative Review
goodREAD MORE,Negative Review
it's a genuine and of good quality. go for itREAD MORE,Positive Review
many shuttles started having wobbly flight on second day of platingREAD MORE,Negative Review
Not goodREAD MORE,Negative Review
Good product with on time delivery. Loved it.READ MORE,Positive Review
i was ordered 2 pillars one was damaged but shuttle is goodREAD MORE,Positive Review
very goodREAD MORE,Negative Review
niceREAD MORE,Positive Review
nice productREAD MORE,Positive Review
awesome product loved itREAD MORE,Positive Review
"Waste product, ball so worst pls next time with good quality. Pls change the next time seller l.READ MORE",Negative Review
Great shuttles....Even better than the ones available in the shops right now..READ MORE,Positive Review
Good quality shuttles were delivered and I am happy with the purchaseREAD MORE,Positive Review
👌👌👌READ MORE,Positive Review
goodREAD MORE,Positive Review
value for moneyREAD MORE,Negative Review
shipped within 24 hours. thanks for the quick deliveryREAD MORE,Positive Review
really worth paying..best suited for outdoor and indoor as wellREAD MORE,Positive Review
"Best one for this budget. Even though I am a badminton novices, I still could feel the difference between this shuttle and other products.This is has very similar characteristics to a feather shuttle but lasts much longer.READ MORE",Positive Review
It's goodREAD MORE,Positive Review
superREAD MORE,Positive Review
GoodREAD MORE,Positive Review
very nice shuttleREAD MORE,Positive Review
good productREAD MORE,Positive Review
Good. User friendlyREAD MORE,Positive Review
satisfiedREAD MORE,Positive Review
durable and happy with this product.READ MORE,Positive Review
good qualityREAD MORE,Positive Review
nice productREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
GoodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Nice shuttleREAD MORE,Positive Review
goodREAD MORE,Positive Review
good shuttlecock.... Can play 8-9 regerous games....READ MORE,Positive Review
v goodREAD MORE,Positive Review
good one.READ MORE,Positive Review
Value for moneyREAD MORE,Positive Review
Nice cpcks working goodREAD MORE,Positive Review
thats goodREAD MORE,Negative Review
It's just what I wanted. Prompt delivery.READ MORE,Positive Review
OutstandingREAD MORE,Positive Review
good product at  low cost in comparision to marketREAD MORE,Positive Review
goodREAD MORE,Positive Review
genuine. good product and serviceREAD MORE,Positive Review
Nice....READ MORE,Positive Review
Very good for both professionals and for training alsoREAD MORE,Positive Review
Thank you. Nice to have at that price.READ MORE,Positive Review
good product in low priceREAD MORE,Positive Review
excellent product.simply we get cheaper than market.READ MORE,Positive Review
very good. rate relatively lessREAD MORE,Positive Review
thanks to flipkartREAD MORE,Positive Review
good productREAD MORE,Positive Review
good productREAD MORE,Positive Review
WowREAD MORE,Positive Review
superREAD MORE,Positive Review
GoodREAD MORE,Positive Review
gud nice product better to play for training purposesREAD MORE,Positive Review
Good for intermediate players. A shuttle lasts for 4 to 6 games.READ MORE,Positive Review
Received Original productREAD MORE,Positive Review
very gugREAD MORE,Positive Review
Good Shuttle for BeginnersREAD MORE,Positive Review
very..good productREAD MORE,Positive Review
Best productREAD MORE,Positive Review
good productREAD MORE,Positive Review
Perfect for meREAD MORE,Positive Review
Found with a Decent price at Flipkart and The Manufacturing date was only three months old. So I am very satisfied with this deal.READ MORE,Positive Review
very goodREAD MORE,Positive Review
superREAD MORE,Positive Review
"prfect product, perfect delivery.READ MORE",Positive Review
Shuttles are goodREAD MORE,Positive Review
Superb product and love the fast serive of flipkartREAD MORE,Positive Review
Get Best priceREAD MORE,Positive Review
Got it delivered very next day..good quality shuttle at this priceREAD MORE,Positive Review
Timely complete service..READ MORE,Positive Review
"Nice product,READ MORE",Positive Review
very niceREAD MORE,Positive Review
best shuttleREAD MORE,Positive Review
Good  for Daily practiceREAD MORE,Positive Review
Excellent product.READ MORE,Positive Review
niceREAD MORE,Positive Review
goodREAD MORE,Positive Review
good productREAD MORE,Positive Review
I got what I have expected.....READ MORE,Positive Review
nice productREAD MORE,Positive Review
quality productREAD MORE,Positive Review
On time delivery and 699/- is a good price.READ MORE,Positive Review
Received product in excellent condition. Good packing and quick delivery. Keep it up Flipkart.READ MORE,Positive Review
goodREAD MORE,Positive Review
delivery is fast as expected... tq ekart logisticsREAD MORE,Positive Review
GoodREAD MORE,Negative Review
"Great product at best price at Rs 699 in Flipkart. They new stock as well. The shuttle is slow which is good. Also, the advantage of using this shuttle is that most tournaments hosted here in India at intermediate plus level use Yonex Mavis 350.READ MORE",Positive Review
"perfectly suitable for outdoor, but there is not much diff with local storesREAD MORE",Positive Review
Awesome product at this price and amazing services. Love you Flipkart.READ MORE,Positive Review
bad productREAD MORE,Negative Review
NiceREAD MORE,Positive Review
ExcellentREAD MORE,Positive Review
Marvelous goodREAD MORE,Positive Review
"product is OK, nicely packed.READ MORE",Positive Review
This is duplicate product Shuttles are too fast like Red capPls dont buyREAD MORE,Negative Review
"packing was awesome,no destruction in shuttle,great service,READ MORE",Positive Review
SuperREAD MORE,Positive Review
nycREAD MORE,Positive Review
We are playing with mavis 350 from last 5 years. I am buying mavis 350 from flipkart since last 3 years. Off late the quality of shuttles have degraded. The shuttles bought from flipkart are not slow as expected and are quite fast which makes them useless in hardly a game or two. The same when bought from store does not have such problem. This makes me doubt about the quality of shuttles.READ MORE,Negative Review
good oneREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
it is goodREAD MORE,Positive Review
exellent productREAD MORE,Positive Review
Simply the best oneREAD MORE,Positive Review
Nice one long lastingREAD MORE,Positive Review
nice no wobbling  fly is perfect its orginal and some one boxes quality is badREAD MORE,Negative Review
Quality productREAD MORE,Positive Review
on time delivery. The product is original. 100% genuine.READ MORE,Positive Review
"The seller is mixing good one with duplicates, 3 shuttle out of 6 was of fluctuation speed.  Means flight was not ok,  I almost bought 6 bundles, In kerala official rate 730, but he will give it for 699READ MORE",Negative Review
Product quality is not goodREAD MORE,Negative Review
First class...:)READ MORE,Positive Review
NYC and original shuttle.READ MORE,Positive Review
condition is good but is available in market on the same priceREAD MORE,Positive Review
it's goodREAD MORE,Positive Review
Not badREAD MORE,Negative Review
ratewise excellent.READ MORE,Positive Review
Very disappointed with the shuttle quality. 3/6 shuttles wobble in the air. Zero starsREAD MORE,Negative Review
"I have bought it on Flipkart, I used the shuttle but 2 out of 6 shuttles were very bad and remaining 4 also lasted for half the time how the other original shuttles use to go.READ MORE",Negative Review
"good quality, durable and lasting..READ MORE",Positive Review
goodREAD MORE,Positive Review
good productREAD MORE,Positive Review
ExcellentREAD MORE,Positive Review
Very goodREAD MORE,Positive Review
"Excellent,  but price should be a little bit less.READ MORE",Positive Review
good n genuine productREAD MORE,Positive Review
"very fast delivery,  thanks flipcartREAD MORE",Positive Review
goodREAD MORE,Positive Review
Third class product sent by flipkart. this time shuttle did not continue more than 2 days.READ MORE,Negative Review
GoodREAD MORE,Negative Review
NiceREAD MORE,Positive Review
goodREAD MORE,Negative Review
goodREAD MORE,Negative Review
Good one in the pack one or two are not having the correct flightREAD MORE,Positive Review
good one. neat packaing..fast deliveryREAD MORE,Positive Review
Magnificent ProductsREAD MORE,Positive Review
After buying with multiple buyers this time found genuine shuttle thanks a lot to flipkartREAD MORE,Positive Review
gd product.. value for moneyREAD MORE,Positive Review
price are less than delerREAD MORE,Positive Review
good for regular usage in indoorREAD MORE,Positive Review
goodREAD MORE,Positive Review
nice oneREAD MORE,Positive Review
very good productREAD MORE,Positive Review
superREAD MORE,Positive Review
product was not goodREAD MORE,Negative Review
The quality is so good. We are professional but still it lasts for long time.READ MORE,Positive Review
best quality in low priseREAD MORE,Positive Review
thanks flipkartREAD MORE,Positive Review
highly worthREAD MORE,Positive Review
I used 5 out of 6shuttles ... I felt goodREAD MORE,Positive Review
vry gud product n delivery superbREAD MORE,Positive Review
its good productREAD MORE,Positive Review
very goodREAD MORE,Positive Review
good shuttleREAD MORE,Positive Review
niceREAD MORE,Positive Review
Bad productREAD MORE,Negative Review
GoodREAD MORE,Positive Review
worst shuttle waste of moneyREAD MORE,Negative Review
ExcellentREAD MORE,Positive Review
It really goodREAD MORE,Positive Review
it's okREAD MORE,Negative Review
satisfiedREAD MORE,Positive Review
Poor qualityREAD MORE,Negative Review
goodREAD MORE,Negative Review
"I am sorry for returned product which you sent to me,without seeing inside,you already sent one box,please send the remaining 3 boxesREAD MORE",Positive Review
ThanksREAD MORE,Positive Review
Good but. Old stock productsREAD MORE,Positive Review
GoodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
good quality thank you FlipkartREAD MORE,Positive Review
these shuttles are as good as feather shuttle in flight and life is good as wellREAD MORE,Positive Review
very good product....READ MORE,Positive Review
"Express delivery,. good keep it upREAD MORE",Positive Review
Good productlife is better and well balanced..speed is also good..shuttle is it is what I'm aspecting..READ MORE,Positive Review
good qualityREAD MORE,Positive Review
nice for people who paly regularly massive shots last long and goofREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
goodREAD MORE,Positive Review
Not genuine but ok for intermediate playersREAD MORE,Negative Review
thanksREAD MORE,Positive Review
this product was very good . quality is very good .but delivery was too lateREAD MORE,Positive Review
Good I  am going to try and get a few things in this cartREAD MORE,Positive Review
good productREAD MORE,Positive Review
goodqualityREAD MORE,Positive Review
Good.READ MORE,Positive Review
Good product and Fast delivery.I like FlipkartREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
Good product to haveREAD MORE,Positive Review
goodREAD MORE,Positive Review
bestREAD MORE,Positive Review
Don't buyREAD MORE,Negative Review
original product delivered by sallerREAD MORE,Positive Review
Nice and goodREAD MORE,Positive Review
yonex mavis 350 goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
very good product and nice sellerREAD MORE,Positive Review
quality not so gudREAD MORE,Negative Review
Really good product..but all shuttles are not of same qualityREAD MORE,Positive Review
"great shuttle, durable & perfect balanced...READ MORE",Positive Review
350yonex bestREAD MORE,Positive Review
Must buyREAD MORE,Positive Review
Good product.. All good.READ MORE,Positive Review
very gd productsREAD MORE,Positive Review
Original ProductsREAD MORE,Positive Review
Good one as expected.READ MORE,Positive Review
NiceREAD MORE,Positive Review
As usual Great. On-time delivery.READ MORE,Positive Review
goodREAD MORE,Positive Review
thank you .... Nice productREAD MORE,Positive Review
Good quality...READ MORE,Positive Review
Wonderful product!!READ MORE,Positive Review
I was sent with a broken seal box and used shuttles.. very disappointed.READ MORE,Negative Review
orginal. i am satisfiedREAD MORE,Positive Review
Nice and original productREAD MORE,Positive Review
GdREAD MORE,Positive Review
Nice 350READ MORE,Positive Review
Good priceREAD MORE,Positive Review
good quality with reasonable priceREAD MORE,Positive Review
I have received it in time. But doubtful if its original or notREAD MORE,Negative Review
best shuttle for middle class people :DREAD MORE,Positive Review
GoodREAD MORE,Positive Review
"Good Product , Value for money.READ MORE",Positive Review
Awsm product. Shuttles are very strong love to play with it.READ MORE,Positive Review
"Good product , bought this product many times but sometimes I can clearly see the product to product variationREAD MORE",Positive Review
good productREAD MORE,Positive Review
goodREAD MORE,Positive Review
very good and fresh stockREAD MORE,Positive Review
genuine productREAD MORE,Positive Review
Good packing and orginal yonex product..READ MORE,Positive Review
good productREAD MORE,Positive Review
perfect for outdoor tooREAD MORE,Positive Review
Shuttle is fastREAD MORE,Positive Review
Good product . but delay in delivery.READ MORE,Positive Review
Nice ProductREAD MORE,Positive Review
A better rate than in open market.READ MORE,Positive Review
For outdoor it is best good for playing matches with friendsREAD MORE,Positive Review
GoodREAD MORE,Positive Review
very nice productsREAD MORE,Positive Review
superb....READ MORE,Positive Review
AwesomeREAD MORE,Positive Review
Quick delivery Well doneREAD MORE,Positive Review
Good genuine productREAD MORE,Positive Review
"Nice, good, fast delivery, low priceREAD MORE",Positive Review
so niceREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Excellent quality...as expected!READ MORE,Positive Review
not up to the markREAD MORE,Negative Review
produt is good but delivery is very very bad......shameREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
good oneREAD MORE,Positive Review
Good and best priceREAD MORE,Positive Review
Very very goodREAD MORE,Positive Review
well made shuttles. may last 2 months eachREAD MORE,Positive Review
genuine product and quality is good. Thanks FlipkartREAD MORE,Positive Review
"Yonex Mavish 350 with Green Cap Nylon Shuttle is fit not only for a beginner but also for a good player of Badminton. Go for it, it will not disappoint you.READ MORE",Positive Review
goodREAD MORE,Positive Review
"best quality. quality products, quick delivery, very happy.READ MORE",Positive Review
Good oneREAD MORE,Positive Review
